ph,turbidity_ntu,tds_ppm,temperature_c,risk_label
7.51,0.2,360.8,28.8,SAFE
6.7,0.38,396.8,27.0,SAFE
5.45,6.19,1247.1,26.8,ACID_MINE_DRAINAGE_RISK
9.37,1.31,1627.8,29.5,FLUORIDE_RISK
7.44,1.93,511.1,28.6,SAFE
5.12,5.82,1149.7,28.3,ACID_MINE_DRAINAGE_RISK
6.41,12.79,637.9,19.7,IRON_MANGANESE_RISK
7.31,0.97,479.7,21.4,SAFE
5.07,6.84,1070.4,24.3,ACID_MINE_DRAINAGE_RISK
7.24,21.67,524.1,27.3,MICROBIAL_RISK
6.61,1.6,669.3,24.9,IRON_MANGANESE_RISK
5.33,4.33,1124.5,29.8,ACID_MINE_DRAINAGE_RISK
8.82,2.27,1338.9,29.5,FLUORIDE_RISK
7.04,0.69,414.7,23.2,SAFE
6.79,0.85,373.5,25.8,SAFE
7.71,0.43,359.7,22.5,SAFE
6.4,10.1,746.8,26.0,IRON_MANGANESE_RISK
5.75,5.68,281.2,25.0,ACID_MINE_DRAINAGE_RISK
5.27,7.23,677.3,24.6,ACID_MINE_DRAINAGE_RISK
4.2,7.55,1083.3,30.6,ACID_MINE_DRAINAGE_RISK
7.19,1.89,288.0,22.3,SAFE
4.79,7.72,612.7,21.9,ACID_MINE_DRAINAGE_RISK
5.54,6.25,1194.1,24.8,ACID_MINE_DRAINAGE_RISK
4.61,4.65,1263.1,30.6,ACID_MINE_DRAINAGE_RISK
7.13,0.6,372.8,22.6,SAFE
7.16,1.34,353.2,29.0,SAFE
6.95,1.52,307.3,24.4,SAFE
5.51,6.0,673.0,27.8,ACID_MINE_DRAINAGE_RISK
6.66,9.25,738.2,27.2,IRON_MANGANESE_RISK
4.61,5.34,891.3,23.4,ACID_MINE_DRAINAGE_RISK
6.16,14.3,752.8,25.7,IRON_MANGANESE_RISK
5.01,10.01,896.9,26.3,ACID_MINE_DRAINAGE_RISK
8.73,2.18,662.6,34.9,FLUORIDE_RISK
5.17,8.04,940.9,27.1,ACID_MINE_DRAINAGE_RISK
7.65,0.19,395.9,24.2,SAFE
7.41,0.27,210.8,22.9,SAFE
5.21,6.41,1136.7,25.7,ACID_MINE_DRAINAGE_RISK
7.32,0.55,420.6,21.3,SAFE
7.39,0.33,212.8,26.3,SAFE
7.53,0.31,369.1,28.0,SAFE
6.81,14.69,708.6,25.1,IRON_MANGANESE_RISK
6.21,10.91,891.4,26.5,IRON_MANGANESE_RISK
7.55,1.87,254.2,21.3,SAFE
5.1,4.86,1036.5,24.6,ACID_MINE_DRAINAGE_RISK
7.57,0.2,368.3,20.9,SAFE
6.72,1.06,247.9,26.8,SAFE
7.41,0.18,254.1,29.0,SAFE
8.34,0.78,1513.4,31.2,FLUORIDE_RISK
4.87,8.73,1191.5,27.2,ACID_MINE_DRAINAGE_RISK
6.13,16.35,862.1,26.9,IRON_MANGANESE_RISK
6.25,13.7,521.4,25.0,IRON_MANGANESE_RISK
6.9,0.41,491.6,27.7,SAFE
6.26,16.17,650.5,28.5,IRON_MANGANESE_RISK
6.98,23.25,352.9,32.6,MICROBIAL_RISK
8.92,1.22,1974.4,31.1,FLUORIDE_RISK
7.71,0.23,287.7,25.7,SAFE
6.78,10.33,750.5,28.1,IRON_MANGANESE_RISK
5.22,6.37,1225.8,26.2,ACID_MINE_DRAINAGE_RISK
6.69,34.41,472.9,29.3,MICROBIAL_RISK
7.63,0.87,402.7,22.9,SAFE
6.02,6.3,847.9,21.8,ACID_MINE_DRAINAGE_RISK
7.48,1.09,140.4,26.2,SAFE
5.73,10.29,506.0,26.3,IRON_MANGANESE_RISK
5.27,5.95,1117.3,27.5,ACID_MINE_DRAINAGE_RISK
6.54,4.83,1043.8,24.8,ACID_MINE_DRAINAGE_RISK
6.34,0.12,345.0,30.3,SAFE
5.58,4.38,994.1,25.9,ACID_MINE_DRAINAGE_RISK
4.51,4.42,1436.1,30.2,ACID_MINE_DRAINAGE_RISK
6.18,13.43,889.7,27.5,IRON_MANGANESE_RISK
7.08,0.61,321.7,18.7,SAFE
9.51,1.42,1506.8,24.5,FLUORIDE_RISK
4.97,12.19,791.4,24.4,ACID_MINE_DRAINAGE_RISK
4.84,7.73,1347.2,28.3,ACID_MINE_DRAINAGE_RISK
8.84,2.38,1611.5,30.3,FLUORIDE_RISK
8.26,0.27,494.8,22.9,SAFE
4.58,8.91,889.5,27.3,ACID_MINE_DRAINAGE_RISK
5.6,9.18,581.4,26.9,ACID_MINE_DRAINAGE_RISK
5.36,8.58,1044.6,27.7,ACID_MINE_DRAINAGE_RISK
8.54,0.9,1662.8,28.5,FLUORIDE_RISK
7.68,0.4,288.8,24.0,SAFE
6.76,1.58,322.5,29.8,SAFE
6.82,27.56,467.5,26.7,MICROBIAL_RISK
7.54,0.87,195.6,29.6,SAFE
5.15,4.02,1134.0,27.2,ACID_MINE_DRAINAGE_RISK
6.87,0.11,396.5,32.0,SAFE
6.81,27.79,664.6,30.4,MICROBIAL_RISK
6.37,22.35,353.0,33.4,MICROBIAL_RISK
6.79,0.8,253.6,22.7,SAFE
8.92,2.36,1807.2,29.7,FLUORIDE_RISK
7.52,31.2,544.2,27.9,MICROBIAL_RISK
5.13,7.12,851.2,32.8,ACID_MINE_DRAINAGE_RISK
7.17,0.23,371.6,25.0,SAFE
7.97,0.66,272.8,22.8,SAFE
6.64,2.13,294.0,22.2,SAFE
7.58,0.23,265.3,24.8,SAFE
6.97,0.15,367.1,27.0,SAFE
9.03,2.48,1567.8,29.6,FLUORIDE_RISK
5.45,5.37,988.8,25.6,ACID_MINE_DRAINAGE_RISK
7.07,0.14,362.9,23.7,SAFE
6.72,17.63,668.5,25.8,IRON_MANGANESE_RISK
6.34,13.59,798.5,23.6,IRON_MANGANESE_RISK
6.53,10.52,648.4,26.3,IRON_MANGANESE_RISK
8.47,0.45,341.8,18.8,SAFE
4.57,10.01,852.0,25.6,ACID_MINE_DRAINAGE_RISK
4.85,4.01,1237.4,31.5,ACID_MINE_DRAINAGE_RISK
7.92,0.1,160.4,25.7,SAFE
8.77,1.17,1031.7,31.0,FLUORIDE_RISK
8.95,1.5,1514.1,26.2,FLUORIDE_RISK
6.14,5.93,1459.7,24.8,ACID_MINE_DRAINAGE_RISK
8.44,1.12,1727.7,27.7,FLUORIDE_RISK
8.75,2.6,2181.2,24.2,FLUORIDE_RISK
6.77,9.9,659.3,26.2,IRON_MANGANESE_RISK
8.58,2.41,1331.8,26.6,FLUORIDE_RISK
7.62,0.16,252.5,26.9,SAFE
8.01,0.17,321.1,23.8,SAFE
3.57,5.43,1204.0,28.5,ACID_MINE_DRAINAGE_RISK
5.67,4.66,1516.8,28.0,ACID_MINE_DRAINAGE_RISK
4.58,3.01,1400.6,27.4,ACID_MINE_DRAINAGE_RISK
7.64,0.46,380.1,27.0,SAFE
4.92,7.78,1319.3,26.5,ACID_MINE_DRAINAGE_RISK
9.15,2.14,1160.3,27.2,FLUORIDE_RISK
6.69,0.33,279.7,23.8,SAFE
4.66,1.56,912.7,28.2,ACID_MINE_DRAINAGE_RISK
6.49,18.76,527.2,28.2,IRON_MANGANESE_RISK
7.08,0.14,213.1,27.2,SAFE
6.37,7.44,1228.7,26.1,ACID_MINE_DRAINAGE_RISK
6.71,0.57,219.0,27.0,SAFE
6.08,20.48,712.4,23.6,IRON_MANGANESE_RISK
6.81,16.39,391.3,24.6,IRON_MANGANESE_RISK
7.86,0.47,481.1,26.7,SAFE
8.84,1.55,1707.4,29.9,FLUORIDE_RISK
8.65,1.66,999.9,27.6,FLUORIDE_RISK
7.19,0.64,418.7,24.2,SAFE
7.04,2.05,305.6,29.1,SAFE
7.22,0.21,363.2,27.0,SAFE
7.34,0.26,334.0,22.1,SAFE
8.96,1.79,1294.7,29.0,FLUORIDE_RISK
6.46,22.42,302.1,31.1,MICROBIAL_RISK
7.4,4.38,415.5,22.0,SAFE
6.91,0.21,392.9,23.0,SAFE
8.8,2.42,1133.8,29.6,FLUORIDE_RISK
5.7,4.25,1165.2,26.9,ACID_MINE_DRAINAGE_RISK
7.19,0.52,143.9,28.4,SAFE
8.63,1.93,1798.7,27.2,FLUORIDE_RISK
7.66,0.33,175.4,24.2,SAFE
6.85,25.66,437.2,30.1,MICROBIAL_RISK
7.22,0.44,200.2,26.9,SAFE
5.58,3.39,818.6,24.3,ACID_MINE_DRAINAGE_RISK
7.27,1.72,354.5,27.2,SAFE
5.37,6.55,968.9,28.3,ACID_MINE_DRAINAGE_RISK
6.94,1.71,454.8,25.1,SAFE
8.63,2.88,996.2,25.2,FLUORIDE_RISK
3.79,9.23,730.9,28.1,ACID_MINE_DRAINAGE_RISK
4.95,1.77,1177.9,24.0,ACID_MINE_DRAINAGE_RISK
4.86,6.51,1248.1,27.5,ACID_MINE_DRAINAGE_RISK
7.01,1.26,213.3,24.1,SAFE
6.99,0.97,390.1,23.1,SAFE
4.47,5.07,805.2,27.1,ACID_MINE_DRAINAGE_RISK
4.39,6.07,498.4,23.4,ACID_MINE_DRAINAGE_RISK
7.13,0.12,214.9,27.4,SAFE
7.58,1.24,271.0,17.2,SAFE
6.89,23.18,444.0,28.3,MICROBIAL_RISK
7.08,1.55,212.0,30.3,SAFE
9.5,2.71,1419.5,27.3,FLUORIDE_RISK
5.69,10.0,942.8,26.3,ACID_MINE_DRAINAGE_RISK
3.91,5.83,1096.9,31.0,ACID_MINE_DRAINAGE_RISK
7.42,0.77,340.0,25.3,SAFE
6.22,12.51,575.0,25.7,IRON_MANGANESE_RISK
6.08,8.05,567.3,30.0,ACID_MINE_DRAINAGE_RISK
7.51,8.93,609.4,30.3,MICROBIAL_RISK
7.47,0.18,287.1,28.1,SAFE
5.98,13.45,556.1,26.3,IRON_MANGANESE_RISK
3.78,10.5,1275.8,28.3,ACID_MINE_DRAINAGE_RISK
6.62,14.25,694.3,26.6,IRON_MANGANESE_RISK
6.88,0.2,117.5,22.6,SAFE
6.99,1.68,463.9,27.6,SAFE
9.26,0.58,1601.4,30.1,FLUORIDE_RISK
7.55,0.1,139.6,22.8,SAFE
7.04,1.08,251.5,23.2,SAFE
4.87,7.85,1045.1,25.4,ACID_MINE_DRAINAGE_RISK
6.79,14.84,625.9,31.0,IRON_MANGANESE_RISK
7.29,0.2,329.5,21.3,SAFE
5.67,3.16,1633.9,25.7,ACID_MINE_DRAINAGE_RISK
5.54,11.59,1217.2,25.8,ACID_MINE_DRAINAGE_RISK
5.9,10.13,915.1,29.6,ACID_MINE_DRAINAGE_RISK
5.08,6.43,1293.8,24.4,ACID_MINE_DRAINAGE_RISK
6.39,15.59,612.2,30.0,IRON_MANGANESE_RISK
6.47,15.09,500.3,26.0,IRON_MANGANESE_RISK
7.09,0.22,241.6,19.1,SAFE
5.1,4.49,1174.3,23.8,ACID_MINE_DRAINAGE_RISK
6.09,7.48,1391.9,25.2,ACID_MINE_DRAINAGE_RISK
6.41,5.92,719.9,29.4,ACID_MINE_DRAINAGE_RISK
7.0,0.36,350.6,28.5,SAFE
7.43,0.26,204.5,27.1,SAFE
7.21,0.86,397.6,24.5,SAFE
7.61,0.54,334.7,23.8,SAFE
5.72,6.73,972.3,20.6,ACID_MINE_DRAINAGE_RISK
6.93,1.84,225.3,24.0,SAFE
5.87,13.8,462.5,27.2,IRON_MANGANESE_RISK
5.34,4.47,1191.7,25.1,ACID_MINE_DRAINAGE_RISK
9.16,2.56,1697.9,27.8,FLUORIDE_RISK
4.22,5.65,1157.9,29.0,ACID_MINE_DRAINAGE_RISK
4.76,1.68,1000.7,31.0,ACID_MINE_DRAINAGE_RISK
5.44,10.12,1334.7,26.6,ACID_MINE_DRAINAGE_RISK
8.92,0.45,1361.3,28.2,FLUORIDE_RISK
8.41,2.9,1248.5,28.4,FLUORIDE_RISK
6.73,22.36,599.1,26.8,MICROBIAL_RISK
5.11,8.23,1279.1,22.7,ACID_MINE_DRAINAGE_RISK
5.9,9.45,1617.5,30.2,ACID_MINE_DRAINAGE_RISK
5.88,1.11,233.3,25.4,SAFE
6.11,12.63,499.0,26.1,IRON_MANGANESE_RISK
8.73,1.21,935.1,25.1,FLUORIDE_RISK
6.02,13.33,660.3,22.5,IRON_MANGANESE_RISK
7.77,0.85,480.2,23.8,SAFE
8.68,1.67,1442.4,27.0,FLUORIDE_RISK
5.06,5.64,578.6,29.4,ACID_MINE_DRAINAGE_RISK
6.49,19.12,610.4,22.4,IRON_MANGANESE_RISK
7.41,0.76,309.3,25.4,SAFE
6.54,12.95,733.4,22.2,IRON_MANGANESE_RISK
6.65,0.23,290.4,23.7,SAFE
4.37,3.08,823.4,27.3,ACID_MINE_DRAINAGE_RISK
7.43,0.44,289.7,27.1,SAFE
7.53,0.61,433.0,21.3,SAFE
5.41,2.08,1191.7,26.0,ACID_MINE_DRAINAGE_RISK
7.38,0.51,316.4,21.3,SAFE
6.94,0.44,347.1,26.7,SAFE
7.17,1.57,278.5,27.6,SAFE
5.83,15.03,562.0,25.6,IRON_MANGANESE_RISK
7.14,25.45,595.2,29.8,MICROBIAL_RISK
6.68,0.83,546.7,27.1,SAFE
6.97,0.61,356.2,23.9,SAFE
8.24,2.02,1704.7,25.3,FLUORIDE_RISK
5.02,7.98,1073.3,31.9,ACID_MINE_DRAINAGE_RISK
4.9,2.25,1562.8,26.3,ACID_MINE_DRAINAGE_RISK
8.81,1.72,2379.5,27.9,FLUORIDE_RISK
7.45,0.46,375.6,28.5,SAFE
5.18,6.19,515.5,23.8,ACID_MINE_DRAINAGE_RISK
9.0,2.68,1882.6,29.0,FLUORIDE_RISK
6.96,0.15,125.2,27.1,SAFE
5.02,4.39,1558.6,28.5,ACID_MINE_DRAINAGE_RISK
7.06,0.73,186.0,19.7,SAFE
7.42,0.21,345.1,27.0,SAFE
7.37,0.61,286.4,19.8,SAFE
6.82,0.76,203.5,30.6,SAFE
5.53,5.14,1831.8,24.5,ACID_MINE_DRAINAGE_RISK
6.94,0.8,370.2,20.9,SAFE
4.02,4.53,1034.7,29.7,ACID_MINE_DRAINAGE_RISK
6.02,12.66,380.9,24.9,IRON_MANGANESE_RISK
7.06,1.46,267.4,22.9,SAFE
7.43,0.15,248.3,26.1,SAFE
6.94,0.84,190.6,26.1,SAFE
6.43,9.94,402.3,25.1,IRON_MANGANESE_RISK
4.21,10.68,915.7,24.9,ACID_MINE_DRAINAGE_RISK
5.53,5.93,752.4,23.4,ACID_MINE_DRAINAGE_RISK
7.48,0.67,400.5,28.1,SAFE
7.09,1.33,120.2,25.9,SAFE
5.01,9.15,876.6,26.0,ACID_MINE_DRAINAGE_RISK
3.56,6.26,903.8,31.4,ACID_MINE_DRAINAGE_RISK
7.6,31.25,491.8,28.2,MICROBIAL_RISK
7.74,0.15,336.8,26.9,SAFE
4.44,6.91,834.4,26.7,ACID_MINE_DRAINAGE_RISK
7.54,0.66,340.3,22.3,SAFE
6.11,10.82,665.4,21.4,IRON_MANGANESE_RISK
4.6,9.81,1439.4,31.5,ACID_MINE_DRAINAGE_RISK
4.31,8.43,1100.3,23.1,ACID_MINE_DRAINAGE_RISK
6.69,16.71,485.2,22.6,IRON_MANGANESE_RISK
7.35,0.21,322.0,27.1,SAFE
6.24,13.51,740.4,25.1,IRON_MANGANESE_RISK
6.33,3.15,1045.8,35.1,ACID_MINE_DRAINAGE_RISK
6.67,17.4,833.6,26.7,IRON_MANGANESE_RISK
4.74,6.23,1005.4,24.1,ACID_MINE_DRAINAGE_RISK
6.44,20.61,743.5,26.5,IRON_MANGANESE_RISK
6.55,14.38,494.5,24.3,IRON_MANGANESE_RISK
6.93,10.81,656.1,26.9,IRON_MANGANESE_RISK
6.28,17.75,466.5,26.6,IRON_MANGANESE_RISK
8.53,2.72,1084.8,29.7,FLUORIDE_RISK
6.83,0.24,244.6,23.4,SAFE
8.47,1.34,877.7,27.1,FLUORIDE_RISK
6.38,15.79,679.9,28.2,IRON_MANGANESE_RISK
7.36,0.73,476.5,24.6,SAFE
9.19,1.74,1947.7,24.4,FLUORIDE_RISK
7.49,25.46,534.0,32.1,MICROBIAL_RISK
6.7,0.11,162.8,23.2,SAFE
4.67,5.22,1137.8,31.9,ACID_MINE_DRAINAGE_RISK
7.65,0.14,184.4,26.8,SAFE
6.62,17.82,832.8,30.4,IRON_MANGANESE_RISK
7.16,0.68,320.2,29.6,SAFE
7.64,0.81,212.5,23.9,SAFE
6.66,17.98,673.9,29.5,IRON_MANGANESE_RISK
6.77,6.62,1280.6,26.1,ACID_MINE_DRAINAGE_RISK
8.26,0.98,253.1,28.3,SAFE
7.16,0.64,362.8,25.6,SAFE
5.37,3.82,1425.6,28.8,ACID_MINE_DRAINAGE_RISK
7.81,0.13,324.4,23.6,SAFE
6.77,14.54,635.7,25.3,IRON_MANGANESE_RISK
6.99,1.95,312.4,25.8,SAFE
5.08,7.5,1161.4,28.8,ACID_MINE_DRAINAGE_RISK
5.03,3.64,1121.9,27.6,ACID_MINE_DRAINAGE_RISK
8.68,2.3,1119.7,29.0,FLUORIDE_RISK
7.01,0.9,292.4,19.4,SAFE
5.42,4.68,1360.2,23.8,ACID_MINE_DRAINAGE_RISK
7.0,0.43,350.8,27.5,SAFE
6.97,1.38,310.8,25.4,SAFE
4.98,4.57,1337.6,30.2,ACID_MINE_DRAINAGE_RISK
4.61,2.86,1175.5,25.6,ACID_MINE_DRAINAGE_RISK
4.5,8.59,807.1,23.9,ACID_MINE_DRAINAGE_RISK
7.74,1.47,274.3,16.5,SAFE
7.76,1.37,148.9,24.6,SAFE
8.92,1.5,1006.7,29.1,FLUORIDE_RISK
5.87,8.66,977.8,25.5,ACID_MINE_DRAINAGE_RISK
7.59,0.28,355.9,20.6,SAFE
4.87,6.86,1317.9,23.9,ACID_MINE_DRAINAGE_RISK
4.18,5.59,1527.8,28.8,ACID_MINE_DRAINAGE_RISK
6.53,0.23,212.5,23.8,SAFE
8.85,0.83,1927.4,30.7,FLUORIDE_RISK
7.38,0.45,404.2,24.8,SAFE
6.18,18.49,708.1,23.9,IRON_MANGANESE_RISK
7.29,0.32,398.5,27.0,SAFE
6.21,0.42,308.0,23.5,SAFE
7.15,0.13,202.0,28.1,SAFE
6.88,19.22,795.0,33.7,MICROBIAL_RISK
6.87,9.15,974.0,22.3,IRON_MANGANESE_RISK
8.76,0.76,1181.9,24.4,FLUORIDE_RISK
7.87,0.45,321.3,28.6,SAFE
6.39,7.2,640.0,26.4,IRON_MANGANESE_RISK
7.69,0.29,283.5,28.9,SAFE
4.97,8.92,942.1,27.1,ACID_MINE_DRAINAGE_RISK
7.62,0.18,230.5,24.4,SAFE
4.54,4.37,1240.6,28.6,ACID_MINE_DRAINAGE_RISK
8.77,1.32,1599.3,29.8,FLUORIDE_RISK
5.49,3.44,890.0,27.1,ACID_MINE_DRAINAGE_RISK
4.47,5.53,548.7,30.5,ACID_MINE_DRAINAGE_RISK
8.5,1.49,1120.8,29.4,FLUORIDE_RISK
6.1,13.37,696.2,24.8,IRON_MANGANESE_RISK
8.94,3.43,1557.5,27.8,FLUORIDE_RISK
7.41,1.37,258.0,23.8,SAFE
4.86,6.71,1327.6,26.5,ACID_MINE_DRAINAGE_RISK
6.68,31.37,524.4,31.8,MICROBIAL_RISK
7.35,0.89,334.9,22.2,SAFE
7.56,0.8,294.5,20.6,SAFE
6.33,19.87,725.8,26.9,IRON_MANGANESE_RISK
6.17,10.38,541.6,25.3,IRON_MANGANESE_RISK
7.21,1.53,204.7,25.9,SAFE
6.23,6.21,796.8,24.4,IRON_MANGANESE_RISK
6.66,22.3,532.1,27.4,IRON_MANGANESE_RISK
6.07,23.3,570.7,27.9,IRON_MANGANESE_RISK
5.04,7.51,1214.3,23.4,ACID_MINE_DRAINAGE_RISK
4.82,5.21,1254.8,30.5,ACID_MINE_DRAINAGE_RISK
7.34,0.72,284.5,24.1,SAFE
6.32,12.04,589.7,27.9,IRON_MANGANESE_RISK
6.73,27.09,502.8,29.7,MICROBIAL_RISK
7.49,32.99,321.5,27.9,MICROBIAL_RISK
8.41,0.7,237.0,25.0,SAFE
7.16,0.46,181.4,30.7,SAFE
5.64,9.31,971.9,28.7,ACID_MINE_DRAINAGE_RISK
4.02,9.46,605.2,26.6,ACID_MINE_DRAINAGE_RISK
7.2,0.79,305.0,26.2,SAFE
6.44,13.31,814.8,26.7,IRON_MANGANESE_RISK
5.14,5.86,765.7,30.1,ACID_MINE_DRAINAGE_RISK
7.23,23.88,504.8,30.9,MICROBIAL_RISK
7.81,0.51,387.4,27.3,SAFE
4.52,10.82,1343.2,24.7,ACID_MINE_DRAINAGE_RISK
7.35,0.31,217.2,22.4,SAFE
6.49,12.54,725.6,27.0,IRON_MANGANESE_RISK
7.63,39.86,396.1,29.7,MICROBIAL_RISK
6.84,13.57,559.8,30.7,MICROBIAL_RISK
4.69,7.73,1065.5,26.4,ACID_MINE_DRAINAGE_RISK
7.52,0.56,365.8,22.4,SAFE
7.84,2.07,282.7,24.4,SAFE
4.49,2.8,765.1,27.3,ACID_MINE_DRAINAGE_RISK
4.9,7.79,975.1,26.8,ACID_MINE_DRAINAGE_RISK
7.87,0.71,242.1,22.7,SAFE
6.17,12.15,312.1,26.7,IRON_MANGANESE_RISK
8.41,0.97,1294.1,25.4,FLUORIDE_RISK
6.83,0.62,399.7,27.0,SAFE
7.24,0.75,274.9,23.9,SAFE
6.96,0.21,281.4,18.8,SAFE
5.7,1.93,1254.0,29.6,ACID_MINE_DRAINAGE_RISK
8.63,1.57,1676.0,23.3,FLUORIDE_RISK
7.6,0.63,205.3,25.4,SAFE
5.34,9.8,1127.0,24.7,ACID_MINE_DRAINAGE_RISK
6.56,18.89,720.9,24.4,IRON_MANGANESE_RISK
6.38,12.57,834.1,23.6,IRON_MANGANESE_RISK
7.62,1.06,334.0,28.2,SAFE
7.2,2.48,421.5,26.5,SAFE
7.53,0.11,264.3,21.3,SAFE
5.95,3.9,1423.1,28.5,ACID_MINE_DRAINAGE_RISK
7.16,3.19,700.9,25.3,IRON_MANGANESE_RISK
7.27,2.34,290.5,27.4,SAFE
4.98,9.42,1225.3,27.0,ACID_MINE_DRAINAGE_RISK
6.57,15.84,881.1,28.5,IRON_MANGANESE_RISK
7.49,0.28,364.1,22.1,SAFE
7.58,0.23,278.7,21.9,SAFE
3.5,9.49,711.5,30.9,ACID_MINE_DRAINAGE_RISK
7.46,1.27,366.5,21.7,SAFE
6.4,12.88,439.6,25.8,IRON_MANGANESE_RISK
6.73,18.87,722.0,28.8,IRON_MANGANESE_RISK
4.9,6.45,1276.8,30.7,ACID_MINE_DRAINAGE_RISK
6.34,8.82,683.1,27.0,IRON_MANGANESE_RISK
6.39,22.57,579.5,26.3,IRON_MANGANESE_RISK
7.76,0.33,340.3,19.6,SAFE
7.45,0.19,287.3,24.2,SAFE
4.17,5.73,1486.2,28.3,ACID_MINE_DRAINAGE_RISK
7.81,0.2,157.3,21.3,SAFE
5.85,19.31,574.4,24.8,IRON_MANGANESE_RISK
5.41,0.05,1223.1,24.5,ACID_MINE_DRAINAGE_RISK
8.88,0.44,1207.1,29.0,FLUORIDE_RISK
5.65,8.22,1280.8,31.1,ACID_MINE_DRAINAGE_RISK
5.56,6.5,1372.4,32.9,ACID_MINE_DRAINAGE_RISK
5.14,2.44,871.6,21.7,ACID_MINE_DRAINAGE_RISK
6.84,11.6,564.8,32.9,MICROBIAL_RISK
6.47,9.46,526.3,24.5,IRON_MANGANESE_RISK
7.14,0.17,259.0,24.2,SAFE
4.9,5.51,1089.6,24.3,ACID_MINE_DRAINAGE_RISK
8.02,0.24,241.7,30.4,SAFE
7.55,1.27,464.8,25.8,SAFE
6.3,15.39,547.2,27.3,IRON_MANGANESE_RISK
7.27,0.72,357.3,24.6,SAFE
7.63,3.36,269.6,23.8,SAFE
4.15,4.7,869.0,23.9,ACID_MINE_DRAINAGE_RISK
8.84,1.4,1524.0,31.8,FLUORIDE_RISK
7.61,35.49,613.2,30.1,MICROBIAL_RISK
6.94,0.22,294.8,25.8,SAFE
4.35,7.03,917.6,22.6,ACID_MINE_DRAINAGE_RISK
7.49,0.1,263.8,27.3,SAFE
7.37,0.22,425.0,27.8,SAFE
6.06,10.7,828.7,25.7,IRON_MANGANESE_RISK
4.4,5.86,1404.1,21.0,ACID_MINE_DRAINAGE_RISK
7.88,0.78,296.8,27.2,SAFE
7.4,0.59,336.8,29.4,SAFE
7.72,0.63,313.5,28.1,SAFE
6.58,15.33,276.1,25.0,IRON_MANGANESE_RISK
7.78,0.16,236.4,30.4,SAFE
4.82,6.99,1451.4,28.2,ACID_MINE_DRAINAGE_RISK
6.64,15.33,1090.3,23.9,IRON_MANGANESE_RISK
8.86,2.54,1236.0,24.7,FLUORIDE_RISK
6.9,1.28,246.2,25.6,SAFE
7.1,0.35,312.6,24.5,SAFE
6.32,15.46,358.8,21.2,IRON_MANGANESE_RISK
8.92,3.08,1722.5,29.6,FLUORIDE_RISK
7.63,0.91,304.4,30.1,SAFE
8.29,0.54,243.9,30.4,SAFE
6.39,14.13,317.4,23.7,IRON_MANGANESE_RISK
6.62,8.8,617.7,28.0,IRON_MANGANESE_RISK
9.26,1.81,1467.4,27.8,FLUORIDE_RISK
7.13,0.8,376.5,21.7,SAFE
7.57,0.42,391.2,23.2,SAFE
7.07,10.37,825.2,26.7,IRON_MANGANESE_RISK
4.53,4.23,512.4,31.2,ACID_MINE_DRAINAGE_RISK
5.26,5.29,945.0,25.5,ACID_MINE_DRAINAGE_RISK
5.36,2.92,890.6,21.7,ACID_MINE_DRAINAGE_RISK
4.82,5.49,1056.4,29.5,ACID_MINE_DRAINAGE_RISK
5.1,5.14,1598.0,31.6,ACID_MINE_DRAINAGE_RISK
6.23,11.12,648.9,23.7,IRON_MANGANESE_RISK
7.23,0.19,285.1,25.9,SAFE
8.03,0.11,281.2,26.4,SAFE
5.66,2.07,955.5,26.4,ACID_MINE_DRAINAGE_RISK
7.18,0.74,215.9,32.3,SAFE
7.27,21.66,815.3,31.5,MICROBIAL_RISK
6.44,9.52,536.8,26.1,IRON_MANGANESE_RISK
5.88,10.95,650.9,27.7,IRON_MANGANESE_RISK
7.55,0.75,395.9,24.5,SAFE
6.98,15.03,648.3,28.1,IRON_MANGANESE_RISK
6.99,0.4,376.9,26.2,SAFE
5.5,4.99,801.4,24.9,ACID_MINE_DRAINAGE_RISK
6.23,12.8,405.9,26.4,IRON_MANGANESE_RISK
7.28,0.15,334.4,22.6,SAFE
4.14,1.73,1106.2,25.3,ACID_MINE_DRAINAGE_RISK
4.35,7.62,923.1,25.7,ACID_MINE_DRAINAGE_RISK
6.94,32.33,390.7,28.7,MICROBIAL_RISK
5.67,6.64,1205.6,25.8,ACID_MINE_DRAINAGE_RISK
6.32,10.08,570.8,24.6,IRON_MANGANESE_RISK
6.46,1.87,427.1,27.2,SAFE
7.01,0.19,285.5,27.4,SAFE
6.07,24.24,912.6,25.9,IRON_MANGANESE_RISK
7.59,0.14,344.3,26.3,SAFE
4.67,3.92,1031.3,24.3,ACID_MINE_DRAINAGE_RISK
5.11,4.54,1313.3,27.6,ACID_MINE_DRAINAGE_RISK
6.4,12.85,822.6,25.5,IRON_MANGANESE_RISK
4.91,5.43,1341.2,30.2,ACID_MINE_DRAINAGE_RISK
5.68,9.02,633.2,25.4,ACID_MINE_DRAINAGE_RISK
7.0,25.06,604.3,27.3,MICROBIAL_RISK
7.77,0.28,240.2,19.7,SAFE
6.61,14.07,650.6,24.8,IRON_MANGANESE_RISK
5.77,7.08,1224.7,26.1,ACID_MINE_DRAINAGE_RISK
7.39,0.74,329.9,23.3,SAFE
8.88,1.42,1440.9,28.0,FLUORIDE_RISK
8.08,0.24,329.5,22.9,SAFE
5.91,6.56,1180.2,29.5,ACID_MINE_DRAINAGE_RISK
7.01,0.6,456.7,21.1,SAFE
